DISTRITO;TIPO_DE_DENUNCIA;SITUACION_DENUNCIA;TIPO;SUBTIPO;MODALIDAD;FECHA_HECHO;DIASEM_HECHO;MES_HECHO;PERIODO_HECHO;HORA_HECHO;DESCRIPCION;EDAD_PERSONA;SEXO;ESTADO_CIVIL;GRADO_INSTRUCCION;OCUPACION;PAIS_NATAL;LONGITUD;LATITUD
CALLAO;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;26/02/2024;2;2;2024;20;BOCANEGRA;33;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11578200;-12.00502809
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;21/02/2024;4;2;2024;14;PACHACUTEC;39;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.15457110;-11.84402690
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;10/02/2024;7;2;2024;2;RAMON CASTILLA;30;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12611305;-12.05116387
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;20/02/2024;3;2;2024;8;CALLAO;38;MASCULINO;SOLTERO(A);NO INDICA;VIGILANTE;PERU;-77.12948321;-11.95101866
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;23/02/2024;6;2;2024;16;BOCANEGRA;28;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12538349;-12.05116387
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO EN CASA HABITADA;24/02/2024;7;2;2024;19;BOCANEGRA;38;MASCULINO;SOLTERO(A);NO INDICA;OBRERO;PERU;-77.08979950;-12.01353140
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;04/02/2024;1;2;2024;21;DULANTO;31;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10716550;-12.04327590
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO;13/02/2024;3;2;2024;9;JUAN INGUNZA VALDIVIA;53;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12673532;-12.05105895
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;05/02/2024;2;2;2024;5;JUAN INGUNZA VALDIVIA;41;MASCULINO;SOLTERO(A);NO INDICA;CHOFER;PERU;-77.09313900;-12.01080320
CALLAO;OCURRENCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;05/02/2024;2;2;2024;5;JUAN INGUNZA VALDIVIA;41;MASCULINO;SOLTERO(A);NO INDICA;CHOFER;PERU;-77.09313900;-12.01080320
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;20/02/2024;3;2;2024;20;DULANTO;3;MASCULINO;NO INDICA;NO INDICA;NO INDICA;PERU;-77.12385999;-12.05053433
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;07/02/2024;4;2;2024;15;LA PUNTA;56;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.15354800;-12.06426730
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;31/01/2024;4;1;2024;0;PACHACUTEC;14;FEMENINO;NO INDICA;NO INDICA;NO INDICA;PERU;-77.13447840;-11.93381090
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO DE ACCESORIOS Y AUTOPARTES DE VEHICULOS;23/02/2024;6;2;2024;19;LA LEGUA;38;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09185277;-12.04940708
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;20/02/2024;3;2;2024;21;RAMON CASTILLA;15;MASCULINO;NO INDICA;NO INDICA;NO INDICA;PERU;-77.11997100;-12.04236280
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;25/02/2024;1;2;2024;2;CALLAO;36;MASCULINO;SOLTERO(A);NO INDICA;EMPLEADO;PERU;-77.12656856;-12.05429146
CALLAO;OCURRENCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO DE CELULAR;22/11/2024;6;11;2024;14;JUAN INGUNZA VALDIVIA;16;MASCULINO;NO INDICA;NO INDICA;NO INDICA;PERU;-77.09857715;-12.01189820
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;22/02/2024;5;2;2024;3;SARITA COLONIA;124;FEMENINO;SOLTERO(A);SECUNDARIA;INDEPENDIENTE;PERU;-77.13294549;-12.02213270
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ASALTO Y ROBO DE VEHICULOS;01/02/2024;5;2;2024;16;DEPROVE - CALLAO;21;MASCULINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.11425080;-12.05441770
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO A MANO ARMADA;08/02/2024;5;2;2024;13;BOCANEGRA;25;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09476617;-12.02756313
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);ROBO;ASALTO Y ROBO DE VEHICULOS;27/02/2024;3;2;2024;2;DEPROVE - CALLAO;36;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09694636;-12.01231796
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;21/02/2024;4;2;2024;3;CALLAO;23;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13623250;-12.05603370
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;14/02/2024;4;2;2024;0;RAMON CASTILLA;22;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10079040;-12.04743320
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;19/02/2024;2;2;2024;16;CIUDADELA CHALACA;47;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13405668;-12.05104288
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;21/02/2024;4;2;2024;10;DULANTO;43;FEMENINO;SOLTERO(A);SECUNDARIA;TECNICO EN ENFERMERIA;PERU;-77.11354890;-12.04593460
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;05/02/2024;2;2;2024;8;RAMON CASTILLA;24;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12446975;-12.04198191
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;31/01/2024;4;1;2024;13;LA LEGUA;28;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.08799201;-12.05095166
CALLAO;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;24/02/2024;7;2;2024;18;SARITA COLONIA;33;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12251933;-11.99304622
CALLAO;ACTA DE DENUNCIA VERBAL;PENDIENTE;PATRIMONIO (DELITO);ROBO;ROBO;27/02/2024;3;2;2024;18;SARITA COLONIA;22;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12866560;-12.02537930
CALLAO;DENUNCIA;PENDIENTE;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA EL PATRIMONIO;FRAUDE INFORMATICO;27/02/2024;3;2;2024;19;JUAN INGUNZA VALDIVIA;34;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11751313;-12.00266475
CALLAO;DENUNCIA;PENDIENTE;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA EL PATRIMONIO;FRAUDE INFORMATICO;27/02/2024;3;2;2024;19;JUAN INGUNZA VALDIVIA;34;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12103219;-12.00409196
CALLAO;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;FABRICACION  SUMINISTRO O TENENCIA DE MATERIALES PELIGROSOS (ARMAS  EXPLOSIVOS);28/02/2024;4;2;2024;20;DEPINCRI CALLAO/LA PUNTA;19;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.08754140;-12.05103560
BELLAVISTA;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;26/02/2024;2;2;2024;1;CIUDAD DEL PESCADOR;20;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10664411;-12.05739126
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO A MANO ARMADA;12/02/2024;2;2;2024;11;DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA;36;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09137470;-12.01504260
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;21/02/2024;4;2;2024;19;BOCANEGRA;24;MASCULINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.09209323;-12.02284700
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;19/02/2024;2;2;2024;6;BOCANEGRA;21;FEMENINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.09137470;-12.01504260
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;06/02/2024;3;2;2024;7;DULANTO;23;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10490997;-12.03402724
CALLAO;DENUNCIA;RESUELTA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACTOS CONTRA EL PUDOR DE MENORES;20/12/2023;4;12;2023;9;VILLA LOS REYES;42;MASCULINO;SOLTERO(A);SECUNDARIA;DOCENTE;PERU;-77.13124600;-12.02534020
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;06/02/2024;3;2;2024;14;DULANTO;25;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10618100;-12.00229570
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;26/02/2024;2;2;2024;17;RAMON CASTILLA;20;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09540320;-12.03777350
CALLAO;ACTA DE DENUNCIA VERBAL;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;29/02/2024;5;2;2024;3;CARMEN DE LA LEGUA;31;MASCULINO;SOLTERO(A);SECUNDARIA;AGENTE DE SEGURIDAD;VENEZUELA;-77.10884097;-11.99935699
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;29/01/2024;2;1;2024;17;RAMON CASTILLA;46;MASCULINO;SOLTERO(A);SECUNDARIA;CHOFER;VENEZUELA;-77.11694223;-12.04030699
CALLAO;OCURRENCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;10/02/2024;7;2;2024;20;JUAN INGUNZA VALDIVIA;22;MASCULINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.12450372;-12.05068122
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;13/02/2024;3;2;2024;12;JUAN INGUNZA VALDIVIA;27;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12306280;-12.05665070
LA PERLA;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;02/02/2024;6;2;2024;22;LA PERLA;40;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10947200;-12.07527970
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;04/02/2024;1;2;2024;1;RAMON CASTILLA;38;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12280856;-12.05011463
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;12/11/2023;1;11;2023;20;CALLAO;21;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11055227;-12.04162360
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;03/02/2024;7;2;2024;18;JUAN INGUNZA VALDIVIA;18;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11264980;-12.00201130
CALLAO;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;10/02/2024;7;2;2024;10;LA LEGUA;29;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.08371262;-12.04763382
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;01/02/2024;5;2;2024;11;BOCANEGRA;31;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09585121;-12.00658040
CALLAO;DENUNCIA;RESUELTA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;21/02/2024;4;2;2024;16;CALLAO;22;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12742687;-12.05382980
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;03/02/2024;7;2;2024;22;PACHACUTEC;20;MASCULINO;SOLTERO(A);SECUNDARIA;INDEPENDIENTE;PERU;-77.14958431;-11.83221924
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;05/02/2024;2;2;2024;11;BOCANEGRA;46;FEMENINO;SOLTERO(A);SECUNDARIA;EMPLEADA;PERU;-77.09447808;-12.01240034
CALLAO;DENUNCIA;RESUELTA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACOSO SEXUAL;17/02/2024;7;2;2024;23;RAMON CASTILLA;45;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12501870;-12.05007266
CALLAO;DENUNCIA;RESUELTA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;VIOLACION SEXUAL;26/02/2024;2;2;2024;5;DULANTO;22;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11448208;-11.99936591
BELLAVISTA;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);DAÑOS;ABANDONO Y ACTOS DE CRUELDAD CONTRA ANIMALES DOMESTICOS Y SILVESTRES;02/02/2024;6;2;2024;10;CIUDAD DEL PESCADOR;33;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09775800;-12.05860890
CALLAO;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;20/02/2024;3;2;2024;0;COMISARIA DE LA FAMILIA - CALLAO;34;MASCULINO;SOLTERO(A);NO INDICA;TAXISTA;PERU;-77.09619084;-12.03202853
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;02/02/2024;6;2;2024;17;CALLAO;18;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12887360;-12.05463560
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;10/02/2024;7;2;2024;2;DULANTO;24;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11157100;-12.04636690
CALLAO;ACTA DE INTERVENCION;RESUELTA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;04/02/2024;1;2;2024;21;JUAN INGUNZA VALDIVIA;36;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12456809;-12.05147864
CALLAO;ACTA DE INTERVENCION;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO CALIFICADO - ASESINATO;21/02/2024;4;2;2024;15;CIUDADELA CHALACA;39;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13368320;-12.04941490
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;04/02/2024;1;2;2024;14;RAMON CASTILLA;42;MASCULINO;SOLTERO(A);NO INDICA;OBRERO;PERU;-77.10079040;-12.04743320
CARMEN DE LA LEGUA REYNOSO;ACTA DE DENUNCIA VERBAL;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;29/02/2024;5;2;2024;18;CARMEN DE LA LEGUA;5;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.08774880;-12.04020650
CALLAO;DENUNCIA;PENDIENTE;VIDA  EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;01/02/2024;5;2;2024;22;JUAN INGUNZA VALDIVIA;36;MASCULINO;SOLTERO(A);SECUNDARIA;AUXILIAR INVENTARIO;PERU;-77.12020660;-11.99669640
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;26/02/2024;2;2;2024;12;SARITA COLONIA;33;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12986413;-11.99731467
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;23/02/2024;6;2;2024;4;OQUENDO;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11503870;-12.05151620
CALLAO;ACTA DE INTERVENCION;PENDIENTE;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;25/02/2024;1;2;2024;10;CALLAO;52;MASCULINO;SOLTERO(A);NO INDICA;DESEMPLEADO;PERU;-77.10744226;-12.04229036
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;05/02/2024;2;2;2024;22;SARITA COLONIA;41;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12309861;-12.00879610
CALLAO;ACTA DE INTERVENCION;RESUELTA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;25/02/2024;1;2;2024;2;CIUDADELA CHALACA;42;MASCULINO;SOLTERO(A);NO INDICA;CHOFER;PERU;-77.13941815;-12.05211262
CALLAO;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;10/02/2024;7;2;2024;20;MARQUEZ;48;MASCULINO;SOLTERO(A);NO INDICA;CHOFER;PERU;-77.12712187;-11.95447494
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;18/02/2024;1;2;2024;19;PACHACUTEC;40;FEMENINO;SOLTERO(A);NO INDICA;AMA DE CASA;PERU;-77.15598501;-11.84108808
CALLAO;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);DAÑOS;ABANDONO Y ACTOS DE CRUELDAD CONTRA ANIMALES DOMESTICOS Y SILVESTRES;23/02/2024;6;2;2024;8;BOCANEGRA;22;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09834072;-12.00721474
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;05/02/2024;2;2;2024;9;CALLAO;52;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13926340;-12.05377040
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;06/02/2024;3;2;2024;12;DULANTO;26;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10716550;-12.04327590
CALLAO;DENUNCIA;RESUELTA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR FUNCIONARIOS PUBLICOS;DENEGACION O DEFICIENTE APOYO POLICIAL;12/02/2024;2;2;2024;0;BOCANEGRA;30;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.09381342;-12.02842504
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO DE CELULAR;12/02/2024;2;2;2024;0;BOCANEGRA;30;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10111076;-12.01821534
CALLAO;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO DE CELULAR;14/02/2024;4;2;2024;20;LA LEGUA;23;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.10155545;-12.05384558
