DISTRITO;TIPO_DE_DENUNCIA;SITUACION_DENUNCIA;TIPO;SUBTIPO;MODALIDAD;FECHA_HECHO;DIASEM_HECHO;MES_HECHO;PERIODO_HECHO;HORA_HECHO;DESCRIPCION;EDAD_PERSONA;SEXO;ESTADO_CIVIL;GRADO_INSTRUCCION;OCUPACION;PAIS_NATAL;LONGITUD;LATITUD
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;27/01/2024;7;1;2024;8;CIUDADELA CHALACA;39;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12658990;-12.04461160
CALLAO;OCURRENCIA;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;19/02/2024;2;2;2024;20;DULANTO;34;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09536490;-12.02934427
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;06/02/2024;3;2;2024;11;CIUDADELA CHALACA;37;MASCULINO;SOLTERO(A);NO INDICA;OBRERO;PERU;-77.13534100;-12.05169920
CALLAO;OCURRENCIA;PENDIENTE;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;23/02/2024;6;2;2024;15;DULANTO;60;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09904181;-12.03668266
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;08/02/2024;5;2;2024;10;RAMON CASTILLA;48;MASCULINO;SOLTERO(A);NO INDICA;CERRAJERO;PERU;-77.12339467;-12.05465879
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;20/02/2024;3;2;2024;23;JUAN INGUNZA VALDIVIA;38;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09917620;-12.00650480
CALLAO;OCURRENCIA;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;19/02/2024;2;2;2024;19;OQUENDO;46;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10841639;-12.01947559
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;06/02/2024;3;2;2024;10;CALLAO;53;MASCULINO;SOLTERO(A);NO INDICA;CHOFER;PERU;-77.15008100;-12.06150380
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;31/01/2024;4;1;2024;10;CIUDADELA CHALACA;34;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13721190;-12.04613440
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;17/02/2024;7;2;2024;9;CIUDADELA CHALACA;46;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13968629;-12.04429452
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;16/02/2024;6;2;2024;10;RAMON CASTILLA;22;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12307280;-12.05451190
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;09/02/2024;6;2;2024;18;BOCANEGRA;39;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09956180;-12.00531190
CALLAO;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;PROMOCION O FAVORECIMIENTO AL TRAFICO ILICITO DE DROGAS;28/02/2024;4;2;2024;16;DULANTO;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10401480;-12.04163680
CALLAO;ACTA DE INTERVENCION;PENDIENTE;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;04/02/2024;1;2;2024;1;CALLAO;30;MASCULINO;SOLTERO(A);NO INDICA;MARINO MERCANTE;PERU;-77.10812103;-12.03936091
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;02/02/2024;6;2;2024;18;BOCANEGRA;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09826240;-12.01694530
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;22/02/2024;5;2;2024;11;BOCANEGRA;24;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09230870;-12.01226390
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;18/02/2024;1;2;2024;20;BOCANEGRA;27;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09956180;-12.00531190
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;05/02/2024;2;2;2024;13;BOCANEGRA;25;MASCULINO;SOLTERO(A);NO INDICA;INDEPENDIENTE;PERU;-77.09232300;-12.01255060
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;12/02/2024;2;2;2024;11;RAMON CASTILLA;30;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11825030;-12.05012370
CALLAO;ACTA DE INTERVENCION;PENDIENTE;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;28/02/2024;4;2;2024;16;RAMON CASTILLA;33;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11113400;-12.04838220
CALLAO;ACTA DE INTERVENCION;PENDIENTE;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;27/02/2024;3;2;2024;13;BOCANEGRA;27;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09855530;-12.00620730
CALLAO;ACTA DE INTERVENCION;PENDIENTE;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;20/02/2024;3;2;2024;21;BOCANEGRA;34;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09396467;-12.02678370
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;22/02/2024;5;2;2024;16;BOCANEGRA;27;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09230870;-12.01226390
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;27/02/2024;3;2;2024;13;BOCANEGRA;35;MASCULINO;SOLTERO(A);NO INDICA;TECNICO;PERU;-77.09956180;-12.00531190
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSEDAD IDEOLOGICA;09/02/2024;6;2;2024;10;SARITA COLONIA;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12522928;-12.00016915
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;03/02/2024;7;2;2024;11;BOCANEGRA;27;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09232300;-12.01255060
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;22/02/2024;5;2;2024;16;BOCANEGRA;34;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09230870;-12.01226390
CALLAO;ACTA DE INTERVENCION;RESUELTA;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;23/02/2024;6;2;2024;18;BOCANEGRA;29;MASCULINO;SOLTERO(A);NO INDICA;SERENAZGO;PERU;-77.09266500;-12.01687250
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;22/02/2024;5;2;2024;8;PLAYA RIMAC;23;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10189080;-12.03021360
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;11/02/2024;1;2;2024;3;CIUDADELA CHALACA;26;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12598430;-12.05084910
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;18/02/2024;1;2;2024;5;OQUENDO;24;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.11344280;-11.97489490
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;26/02/2024;2;2;2024;18;SARITA COLONIA;64;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12596820;-11.99401440
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;08/02/2024;5;2;2024;21;CALLAO;23;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12450000;-12.05335000
CALLAO;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;25/02/2024;1;2;2024;3;CIUDADELA CHALACA;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.13303570;-12.05631330
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;24/02/2024;7;2;2024;17;PLAYA RIMAC;33;FEMENINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.10189080;-12.03021360
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;19/02/2024;2;2;2024;14;SARITA COLONIA;26;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12977540;-12.02452900
CALLAO;ACTA DE INTERVENCION;RESUELTA;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;15/02/2024;5;2;2024;12;BOCANEGRA;44;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.09956180;-12.00531190
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;17/02/2024;7;2;2024;18;VENTANILLA;34;MASCULINO;SOLTERO(A);NO INDICA;CONDUCTOR;PERU;-77.13480293;-11.87055428
VENTANILLA;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;07/02/2024;4;2;2024;2;VILLA LOS REYES;40;FEMENINO;SOLTERO(A);SECUNDARIA;AMA DE CASA;PERU;-77.13053950;-11.82949760
VENTANILLA;OCURRENCIA;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;16/02/2024;6;2;2024;18;DEPINCRI VENTANILLA;30;MASCULINO;SOLTERO(A);NO INDICA;INDEPENDIENTE;PERU;-77.14355766;-11.86249062
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;USO DE ARMAS EN ESTADO DE EBRIEDAD O DROGADICCION;17/09/2023;1;9;2023;1;VILLA LOS REYES;29;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO POR PAF;14/02/2024;4;2;2024;20;DEPINCRI VENTANILLA;27;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;27/05/2023;7;5;2023;1;VENTANILLA;25;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12050492;-11.88290894
VENTANILLA;ACTA DE DENUNCIA VERBAL;PENDIENTE;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;ACOSO;15/02/2024;5;2;2024;15;VENTANILLA;34;MASCULINO;SOLTERO(A);NO INDICA;INDEPENDIENTE;PERU;-77.11046760;-12.05584240
VENTANILLA;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;03/02/2024;7;2;2024;0;VENTANILLA;21;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.14110659;-11.91363126
VENTANILLA;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;03/01/2024;4;1;2024;20;VENTANILLA;21;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;16/02/2024;6;2;2024;16;VILLA LOS REYES;38;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11937407;-11.83746522
VENTANILLA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;14/02/2024;4;2;2024;14;VENTANILLA;19;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.13844960;-11.87664050
VENTANILLA;ACTA DE DENUNCIA VERBAL;RESUELTA;VIDA  EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES LEVES;13/02/2024;3;2;2024;11;VENTANILLA;20;FEMENINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);EXTORSION;EXTORSION;12/02/2024;2;2;2024;11;PACHACUTEC;21;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11296450;-11.97943680
VENTANILLA;ACTA DE DENUNCIA VERBAL;PENDIENTE;PATRIMONIO (DELITO);EXTORSION;EXTORSION;15/01/2024;2;1;2024;15;VILLA LOS REYES;26;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12932600;-11.81910280
MI PERU;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;26/01/2024;6;1;2024;15;DEPINCRI VENTANILLA;20;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11972799;-11.86092547
VENTANILLA;DENUNCIA;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;11/02/2024;1;2;2024;15;VILLA LOS REYES;47;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.11388539;-11.92784570
VENTANILLA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;30/01/2024;3;1;2024;19;VENTANILLA;31;MASCULINO;SOLTERO(A);NO INDICA;NO INDICA;PERU;-77.12080088;-11.91241147
VENTANILLA;ACTA DE DENUNCIA VERBAL;RESUELTA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;22/02/2024;5;2;2024;14;PACHACUTEC;30;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.15930516;-11.82660827
VENTANILLA;ACTA DE DENUNCIA VERBAL;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;11/02/2024;1;2;2024;22;VENTANILLA;19;FEMENINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.10597802;-11.92344812
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;30/01/2024;3;1;2024;20;VENTANILLA;34;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;DENUNCIA;PENDIENTE;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA EL PATRIMONIO;FRAUDE INFORMATICO;05/02/2024;2;2;2024;18;VENTANILLA;23;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;05/02/2024;2;2;2024;11;VENTANILLA;18;FEMENINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.13844960;-11.87664050
VENTANILLA;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;11/02/2024;1;2;2024;10;VENTANILLA;13;FEMENINO;NO INDICA;NO INDICA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE DENUNCIA VERBAL;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;21/02/2024;4;2;2024;21;VENTANILLA;18;FEMENINO;SOLTERO(A);SECUNDARIA;ESTUDIANTE;PERU;-77.10665300;-11.87300900
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;01/02/2024;5;2;2024;15;PACHACUTEC;25;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.14715700;-11.83689370
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;11/02/2024;1;2;2024;10;VENTANILLA;67;FEMENINO;SOLTERO(A);SECUNDARIA;AMA DE CASA;PERU;-77.13781343;-11.91554240
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;25/01/2024;5;1;2024;15;PACHACUTEC;22;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.15607084;-11.85133640
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;12/02/2024;2;2;2024;12;VENTANILLA;27;FEMENINO;SOLTERO(A);SECUNDARIA;EMPLEADA;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;06/02/2024;3;2;2024;21;VENTANILLA;16;MASCULINO;NO INDICA;NO INDICA;NO INDICA;PERU;-77.12865660;-11.86670470
VENTANILLA;DENUNCIA;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;16/02/2024;6;2;2024;20;PACHACUTEC;35;FEMENINO;CASADO(A);NO INDICA;AMA DE CASA;PERU;-77.15426840;-11.83966000
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;21/02/2024;4;2;2024;23;VENTANILLA;44;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.11748860;-11.88888120
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;16/02/2024;6;2;2024;22;VENTANILLA;41;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.10175243;-11.88301981
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;26/02/2024;2;2;2024;13;PACHACUTEC;44;MASCULINO;SOLTERO(A);SECUNDARIA;TRANSPORTISTA;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;PATRIMONIO (DELITO);HURTO;HURTO;04/02/2024;1;2;2024;0;VILLA LOS REYES;18;FEMENINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);HURTO;HURTO;04/02/2024;1;2;2024;21;VENTANILLA;22;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.15642530;-11.87114989
VENTANILLA;DENUNCIA;RESUELTA;PATRIMONIO (DELITO);ROBO;ROBO;24/02/2024;7;2;2024;18;VENTANILLA;56;MASCULINO;CASADO(A);NO INDICA;EMPLEADO;PERU;-77.12869730;-11.87751460
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;17/02/2024;7;2;2024;13;VENTANILLA;28;MASCULINO;CASADO(A);NO INDICA;DOCENTE;PERU;-77.12650475;-11.86366961
VENTANILLA;DENUNCIA;RESUELTA;LEY 30096 DELITOS INFORMATICOS  MODIFICADA POR LA LEY 30171;DELITOS INFORMATICOS CONTRA EL PATRIMONIO;FRAUDE INFORMATICO;18/02/2024;1;2;2024;12;VENTANILLA;40;MASCULINO;SOLTERO(A);SECUNDARIA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE INTERVENCION;PENDIENTE;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA FISICA;24/02/2024;7;2;2024;3;VILLA LOS REYES;29;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12598430;-12.05084910
VENTANILLA;ACTA DE INTERVENCION;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;21/01/2024;1;1;2024;21;PACHACUTEC;35;FEMENINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.09615120;-12.03004180
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA ECONOMICA O PATRIMONIAL;15/02/2024;5;2;2024;18;VENTANILLA;71;MASCULINO;CASADO(A);NO INDICA;DOCENTE;PERU;-77.12598430;-12.05084910
VENTANILLA;DENUNCIA;RESUELTA;LEY DE VIOLENCIA CONTRA LA MUJER Y GRUPOS VULNERABLES;LEY PARA PREVENIR   SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR (LEY NRO 30364);VIOLENCIA PSICOLOGICA;18/02/2024;1;2;2024;20;VENTANILLA;25;MASCULINO;CASADO(A);NO INDICA;NO INDICA;PERU;-77.12598430;-12.05084910
